slctn_nmbr,client_id,npo_account_id,npo_accnts_nmbr,pmnts_type,year,quarter,gender,age,clnt_cprtn_time_d,actv_prd_d,lst_pmnt_rcnc_d,balance,oprtn_sum_per_qrtr,oprtn_sum_per_year,frst_pmnt_date,lst_pmnt_date_per_qrtr,frst_pmnt,lst_pmnt,pmnts_sum,pmnts_nmbr,pmnts_sum_per_qrtr,pmnts_sum_per_year,pmnts_nmbr_per_qrtr,pmnts_nmbr_per_year,incm_sum,incm_per_qrtr,incm_per_year,mgd_accum_period,mgd_payment_period,phone_number,email,lk,assignee_npo,assignee_ops,postal_code,region,citizen,fact_addrss,appl_mrkr,evry_qrtr_pmnt,churn
0,0xACC4482F50C7584B8397223D79AEE8BA,0xAF93FCB0E3A1A54D8F7F068A3A54AE4C,1,3,2019,2019Q1,1,51,1267,1247,29,543643.75,45507.11,191709.48,2015-10-12,2019-03-12,7851.52,16136.42,492053.55,47,45507.11,155917.11,3,12,51590.17,-0.0,35792.36,0.0,0.0,-1,0,1,-1,-1,662155.0,КРАСНОЯРСКИЙ КРАЙ,1,1,0,1,0
0,0x839E97F8651C7F4CA2FD275142190833,0x4CE394C6938719449129B2CD33B8B053,1,3,2022,2022Q3,1,62,897,851,32,24292.51,2439.02,9756.1,2020-05-17,2022-09-15,813.0,813.0,23577.23,28,2439.02,9756.09,3,12,715.27,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,620102.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,1,0
2,0x1452072963B41046AA50ECEF6B4812E2,0xB3D227C0B52BA6418543EFEF8AE92BDB,1,2,2008,2008Q1,-1,52,2036,781,33,19834.61,211.38,1284.79,2005-12-31,2008-02-20,10408.13,105.69,13050.4,26,211.38,211.38,2,2,3085.94,-0.0,1073.4,4.0,4.0,-1,-1,-1,1,-1,162603.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
2,0x18F224982141EF4AAD124F18F8030DEC,0x688B7D385C3C124C986C7DE5290049E4,1,1,2018,2018Q4,-1,49,4470,2468,2002,27190.94,27.16,27.16,2006-10-05,,8.13,406.5,21471.54,81,-0.0,-0.0,0,0,5719.39,27.16,27.16,0.1,0.1,-1,-1,-1,-1,-1,162618.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
0,0x45EB7FE6FCD0FD4487490FDACE955A39,0xC1C810D66C52BB489131CA19995BF1E0,1,3,2016,2016Q3,1,36,326,303,29,63659.56,15169.45,72160.89,2015-11-09,2016-09-07,3821.04,6341.08,63591.81,11,15169.44,68466.8,3,12,67.74,-0.0,3694.08,0.0,0.0,-1,0,1,-1,-1,628690.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,1,1,0,1,0
2,0xB0783284D1851B4DA0F1889D7C502249,0x8FAE01D4C2232D4D89699E2864DFD162,1,1,2018,2018Q3,1,33,4456,4432,28,30197.24,487.8,3142.85,2006-07-19,2018-09-06,8.13,162.6,23422.76,145,487.8,1951.22,3,12,6774.47,-0.0,1191.62,4.0,4.0,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,1,0
0,0xA3744F9784E0A144BEE145A11B3123D4,0x7FE811F1DE8CBD4E83E54EACE9C60A60,2,1,2009,2009Q4,1,51,3836,1803,30,30115.85,3185.62,6446.45,2004-12-31,2009-12-08,5036.33,1039.39,24259.37,60,1416.58,4677.41,3,12,5856.48,1769.03,1769.03,0.0,0.0,-1,0,-1,-1,-1,398017.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xD65F5005CA7F6A4C982E564AB87805C7,0xC257DD26787F264DB06DE9EFFBA051E2,1,2,2006,2006Q2,-1,48,2556,523,34,14100.76,1158.54,5146.1,2004-12-31,2006-06-07,6878.57,634.35,10331.59,19,1158.53,3709.47,3,12,3769.16,-0.0,1436.62,0.0,0.0,-1,0,-1,-1,-1,398004.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xF9A3EBEAAF1FA94587AA0826BC24305C,0x27F04AAC359F914EB0D9D645249CFBDA,2,1,2017,2017Q2,-1,44,1745,1693,29,6836.44,609.76,2716.15,2012-10-25,2017-06-14,81.3,203.25,6260.16,55,609.75,2439.02,3,12,576.27,-0.0,277.13,4.0,4.0,-1,0,-1,-1,-1,450068.0,,1,1,0,1,0
0,0xF370A4A6FFA96944B40AEBBC9A100404,0xE8E2930316FFFC489F1CD13E797398A0,1,2,2014,2014Q4,1,51,5662,0,3652,249.96,22.79,22.79,2004-12-31,,71.62,71.62,71.62,1,-0.0,-0.0,0,0,178.33,22.78,22.78,0.0,0.0,-1,0,-1,-1,-1,398032.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
1,0xA3C5D8BA8958124FBE4ECF7CDF618B75,0xF174E5B06F87F44A92E9768E8D4EB488,1,2,2001,2001Q1,-1,38,1221,0,1221,81.08,3.6,13.0,1997-11-26,,40.65,0.03,40.65,1,-0.0,-0.0,0,0,40.43,3.6,13.0,7.5,7.5,0,0,-1,-1,-1,432054.0,УЛЬЯНОВСКАЯ ОБЛ,1,-1,0,0,0
2,0xDE854B9F6AB2C44AAFE00845F9DF14C6,0xDBCF26A0060E574997875D81EE8F9E69,2,3,2010,2010Q3,1,53,108,93,31,975.61,731.71,1725.71,2010-06-14,2010-09-15,243.9,406.5,975.61,4,731.7,1707.31,3,7,-0.0,-0.0,18.39,0.1,0.1,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
1,0xC4429A05F2DEA443990CDE81C3D09004,0xD44AEA49F6DDDC41A3761973E60BC60C,1,2,2011,2011Q1,-1,32,999,74,925,1991.35,13.46,13.46,2008-07-06,,837.39,0.17,1674.79,4,-0.0,-0.0,0,0,218.99,13.46,13.46,0.0,0.0,0,0,-1,-1,-1,426067.0,УДМУРТСКАЯ РЕСП,1,-1,0,0,0
2,0xEBA373C79DAD65438B05DDCFBBA17815,0xAD5D3D767523EA4EAFCDC249A56A58A9,2,2,2017,2017Q4,1,55,5346,0,4383,326.78,12.57,12.57,2005-12-31,,105.69,105.69,105.69,1,-0.0,-0.0,0,0,155.91,12.57,12.57,4.0,4.0,-1,-1,-1,-1,-1,162602.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0xF93540813151EC4888528EFE4D841BBB,0x8020D2292DAF494999E9C6DE574E3EA0,1,1,2017,2017Q2,1,48,306,244,30,11638.13,3956.41,16773.42,2016-10-12,2017-06-13,1179.04,2433.39,11599.31,9,3956.41,16175.4,3,12,38.81,-0.0,598.0,0.0,0.0,-1,0,1,-1,1,460018.0,ОРЕНБУРГСКАЯ ОБЛ,1,1,0,0,0
0,0xFA0688C8B9F99141ACDF837712760FE7,0xDB448EE46723704095AFF63BD948D80A,2,1,2013,2013Q3,1,54,1356,1337,23,104031.79,6185.37,35674.2,2010-01-13,2013-09-11,2601.62,3449.27,97282.11,39,6185.36,29104.87,3,11,6749.67,-0.0,6569.32,0.0,0.0,-1,0,1,-1,-1,626109.0,ТЮМЕНСКАЯ ОБЛ,1,1,0,1,0
2,0x913A9193C5B514468F3FD76660C8875D,0x6F26CF47E93CA445982AF5BACC81CD55,1,1,2008,2008Q1,1,38,2064,813,34,33087.72,487.8,3766.28,2005-12-31,2008-03-23,14851.22,162.6,19241.46,28,487.8,1951.22,3,12,5148.56,-0.0,1815.05,4.0,4.0,-1,-1,-1,-1,-1,162601.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0x551C9D4454415C459BCDD3510C199441,0x224B9581785BF64CB40D8490EE32CC57,2,3,2017,2017Q2,-1,26,508,486,34,18129.1,4376.02,25524.22,2016-02-08,2017-06-08,1207.65,3124.45,17764.23,17,4376.02,24508.11,3,12,364.86,-0.0,1016.1,0.0,0.0,-1,0,1,-1,-1,628634.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,-1,1,0,0,0
1,0x04A1814DC031D14D98B6DF887B514B07,0x4E3BB38D564F0641B6BA07BC881645BC,1,2,2010,2010Q4,-1,78,2941,182,2753,147.82,9.31,9.31,2002-12-18,,39.83,8.13,87.8,3,-0.0,-0.0,0,0,60.01,9.3,9.3,6.0,6.0,0,0,-1,-1,-1,367003.0,ДАГЕСТАН РЕСП,-1,-1,0,0,0
1,0xFCB179309AB9484AB2D0D3DBE9926CB1,0x5B8E76A4ED04D64EA77C02965DB153B9,1,2,2012,2012Q2,-1,51,411,405,27,11176.23,2365.85,10301.65,2011-05-16,2012-06-24,788.61,788.61,11040.65,14,2365.85,9463.41,3,12,135.57,-0.0,838.23,0.0,0.0,0,0,-1,-1,-1,623101.0,СВЕРДЛОВСКАЯ ОБЛ,1,-1,0,0,0
0,0x518900010F7E364A856F5E237C032F22,0x429A141BB8F6D34B9C8A9AEC77B81055,1,3,2020,2020Q1,1,46,834,756,43,68898.74,5544.88,34471.02,2018-02-13,2020-03-10,2885.22,5731.35,65059.08,26,5544.87,31341.62,2,11,3839.65,-0.0,3129.39,0.0,0.0,-1,0,1,-1,-1,450006.0,,1,1,0,1,0
0,0xA4E7A5878FCC544992CCE599403E40E3,0xA283B8C6924B9B459D2485BEF9DDFCD7,1,3,2020,2020Q3,-1,21,356,273,10,5527.53,1304.52,6924.92,2019-12-10,2020-09-08,454.32,645.04,5525.83,11,1304.52,6766.0,3,13,1.7,-0.0,158.91,0.0,0.0,-1,0,-1,-1,-1,446013.0,САМАРСКАЯ ОБЛ,1,1,0,1,0
0,0x536AD6ADD819CD418D13D19DEB83098A,0x2F5B50D005018F4B8B71583275B42B22,2,3,2021,2021Q1,-1,59,1254,1184,32,97451.89,6654.73,36237.82,2017-12-11,2021-03-09,1642.86,2140.02,90453.2,47,6654.73,30408.91,4,14,6998.69,-0.0,5828.9,0.0,0.0,-1,0,1,-1,-1,443107.0,САМАРСКАЯ ОБЛ,1,1,0,1,0
1,0x59F7BE6FA7BC5E428F27418229F58EAF,0x0F4B2A8688B713499E683F1A5E93082A,1,2,2005,2005Q1,-1,54,2825,0,2825,155.93,18.56,18.56,1997-07-06,,40.65,0.04,40.65,1,-0.0,-0.0,0,0,115.27,18.56,18.56,7.5,7.5,0,0,-1,-1,-1,460026.0,ОРЕНБУРГСКАЯ ОБЛ,1,-1,0,0,0
1,0x3D8B2841B502E54CAFFAE57380F40E9A,0xBB801D7503940344ACFA21E283ECE355,1,2,1994,1994Q3,-1,54,249,0,249,62.87,17.15,63.51,1994-01-24,,40.65,0.19,40.65,1,-0.0,40.65,0,1,22.22,17.14,22.86,1.8,1.8,0,0,-1,-1,-1,150051.0,ЯРОСЛАВСКАЯ ОБЛ,1,-1,0,0,0
0,0xBB948D1A1CB19A43AEC1A80CBC25E4FC,0x6D4292A903796948B927308F2CEC6F44,2,1,2021,2021Q4,-1,56,1767,1705,30,126655.98,11550.11,32305.01,2017-04-13,2021-12-13,1482.5,2348.46,111462.61,68,5646.85,26401.74,3,14,15193.37,5903.26,5903.26,0.0,0.0,-1,0,1,-1,-1,450076.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
1,0xC034E31946F68947BA8C9B056393C47A,0x8DE19887030EC743BC490E0346B4EF4E,1,2,2021,2021Q4,-1,47,4251,3155,1096,55725.84,3672.41,3672.41,2010-05-12,,267.89,2.49,31802.7,129,-0.0,-0.0,0,0,23293.43,3672.4,3672.4,0.0,0.0,0,0,-1,-1,-1,236022.0,КАЛИНИНГРАДСКАЯ ОБЛ,1,-1,0,0,0
0,0xBD546846DC33854D9CC5F1096FB749CE,0x00F5F6D8203A1A4C978554E4853B13D5,2,3,2006,2006Q2,-1,46,78,62,0,731.71,731.71,2291.91,2006-04-13,2006-06-14,243.9,243.9,731.7,3,731.7,2195.12,3,9,-0.0,-0.0,96.78,0.0,0.0,-1,0,-1,-1,-1,188544.0,ЛЕНИНГРАДСКАЯ ОБЛ,1,1,0,1,0
0,0x3D74233EF756DF4B8D2FD143408C62D6,0x4AD2F3D0E51E564AB0A4C624778670AA,1,2,2004,2004Q4,1,31,2031,0,0,8742.8,8742.8,8742.8,2004-12-31,2004-12-31,6423.08,173.26,6423.08,1,6423.08,6423.08,1,1,2319.71,2319.71,2319.71,0.0,0.0,-1,0,-1,-1,-1,398006.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,1
0,0x34E1DEEA146B544BAD4680A1CC979FA0,0x9664F9842B628041A117829AB25AA2DF,1,2,2008,2008Q2,1,52,3308,1256,30,29416.64,1958.7,7164.88,2004-12-31,2008-06-09,8141.83,150.84,22708.73,42,1958.7,5928.3,3,11,6707.91,-0.0,1236.57,0.0,0.0,-1,0,-1,-1,-1,398036.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0x05F67F777703264EB8096DD6EF56ADA6,0x9A4E0E49DCA26D43A3E6DFF7A5609256,1,3,2019,2019Q4,1,25,1974,1950,30,21371.34,994.85,3921.67,2014-08-06,2019-12-08,325.2,325.2,21138.21,65,975.61,3902.43,3,12,233.13,19.23,19.23,0.1,0.1,-1,-1,-1,-1,-1,162616.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0x7B9D5FC7BCE5454FAF04E22BFC2EB6CB,0x3FBC39AE1EF4234A8155B42F39F3973A,1,2,2010,2010Q2,1,52,3306,1985,29,57840.86,1896.15,8846.52,2004-12-31,2010-06-08,11027.22,1344.57,46044.61,67,1896.15,8519.09,3,12,11796.24,-0.0,327.42,0.0,0.0,-1,0,-1,-1,-1,399171.0,ЛИПЕЦКАЯ ОБЛ,-1,1,0,1,0
0,0x27F01596A3B9AD4084E7E0A8D3920B94,0xAD92E679A2276548A79DF3087958C056,2,3,2020,2020Q3,-1,54,1504,1455,35,92835.16,6414.71,21856.68,2016-09-19,2020-09-13,1597.1,2714.13,83110.57,44,6414.7,18331.52,4,10,9724.57,-0.0,3525.14,0.0,0.0,-1,0,1,-1,-1,450065.0,БАШКОРТОСТАН РЕСП,1,1,0,0,0
2,0x74F9BCF85EEE7D44911C847323C20C1C,0x10E667E9F9EE6E47A7FEFBED7D988684,1,2,2008,2008Q4,-1,33,1087,295,792,1938.83,99.67,99.67,2006-01-09,,8.13,162.6,1634.14,11,-0.0,-0.0,0,0,304.68,99.66,99.66,4.0,4.0,-1,-1,-1,-1,-1,160000.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0xAC1A68614FB8F84EA23AF92EF8D03778,0x579945229F09654CAD7956C0E341FD80,2,1,2012,2012Q1,1,43,4282,2623,33,22873.19,669.59,5062.94,2004-12-31,2012-03-07,3028.28,446.88,18363.68,80,669.59,3519.73,3,10,4509.51,-0.0,1543.2,0.0,0.0,-1,0,-1,-1,-1,398056.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
1,0x8077291C1478EA419E33899B741DC9EB,0x89D040D92B30F44BB86A69161767A01A,3,0,2021,2021Q3,-1,52,4749,0,0,94510.18,2512.08,15033.39,,,-0.0,-0.0,-0.0,0,-0.0,-0.0,0,0,10956.56,-0.0,5351.26,0.0,0.0,0,0,1,-1,-1,302023.0,,1,1,0,0,0
2,0xC3BDFC4C3962CE43B39C039CD3E01BAF,0xD7A22B1E38A67748966D8977CBA4BB17,1,1,2016,2016Q2,1,47,5160,3811,31,63340.29,487.8,4481.58,2005-12-31,2016-06-07,13074.79,162.6,33562.6,127,487.8,1951.22,3,12,21765.16,-0.0,2530.35,4.0,4.0,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0x77C3C51458A8BA45866CFA82531A1BFA,0xDECAD301194AF742A1C4B2E9E2E4354C,2,1,2017,2017Q2,1,53,6595,4543,31,95654.5,2686.56,12685.95,2004-12-31,2017-06-09,8109.02,811.26,66218.11,144,2686.56,12685.95,3,12,29436.39,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,398004.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xFCDA7F529D7BBF4FB28E3C4D8AA6D2C1,0x586A2D90B62C254D84A5223EEB7CFB9A,1,1,2011,2011Q1,1,32,79,54,0,8455.28,8455.28,26824.1,2011-01-12,2011-03-07,3874.79,7342.27,8455.28,3,8455.28,26126.83,3,11,-0.0,-0.0,697.27,0.0,0.0,-1,0,-1,-1,-1,169710.0,КОМИ РЕСП,1,1,0,0,0
2,0x00176CBE78AFCD47B127158A755AB4D0,0xE8927F663069D446839DEAAB443039EF,2,1,2012,2012Q2,-1,37,1955,1936,30,11196.71,487.8,2582.74,2007-02-22,2012-06-11,8.13,162.6,10362.28,63,487.8,1898.87,3,12,834.42,-0.0,683.87,0.1,0.1,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
2,0x5F9CC4F4A7608E4EB88BCCF9F774C950,0x8FAA779F3A016D46B8832299AE3EE8A5,1,3,2020,2020Q2,1,51,3487,3464,33,47779.18,487.8,2334.11,2010-12-13,2020-06-07,813.0,162.6,41951.22,114,487.8,1951.22,3,12,5827.95,-0.0,382.88,0.1,0.1,-1,-1,-1,-1,-1,162601.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0x79733B8A8EC81943A76E9133092B3A9C,0xC279A1D37063BF4D98D5F57A8261945A,2,1,2018,2018Q4,-1,56,2034,2015,29,77068.45,8766.99,17623.02,2013-06-06,2018-12-12,335.77,740.75,62567.2,67,2789.22,11645.25,3,13,14501.24,5977.77,5977.77,0.0,0.0,-1,0,1,-1,-1,665832.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
0,0x8C72590F5C810648B33BB85F594770AD,0x0AC8CADE9648BD48A4B034C3A822EB34,1,3,2015,2015Q1,1,44,2421,2400,42,23984.72,487.8,7659.71,2008-08-14,2015-03-11,243.9,243.9,19512.19,80,487.8,2682.92,2,11,4472.52,-0.0,4976.78,0.0,0.0,-1,0,-1,-1,-1,188480.0,ЛЕНИНГРАДСКАЯ ОБЛ,1,1,0,1,0
2,0x4822B70A14D50A4D97C9524E4B1E4E29,0x9D96CA82AE198A48A901172715B8B922,1,1,2020,2020Q4,1,36,5673,2654,2825,22870.64,879.64,879.64,2005-12-31,,170.73,162.6,13666.66,84,-0.0,-0.0,0,0,9203.31,879.64,879.64,4.0,4.0,-1,-1,-1,-1,-1,162603.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0xA631005056964A2C11EE351B0A45324E,0xA634005056964A2C11EE57A912499D65,1,3,2022,2022Q4,1,35,114,91,32,11328.98,9712.1,11328.98,2022-09-08,2022-12-08,1616.87,1317.17,11328.97,4,9712.09,11328.97,3,4,-0.0,-0.0,-0.0,0.0,0.0,-1,0,1,-1,-1,460040.0,ОРЕНБУРГСКАЯ ОБЛ,1,-1,0,1,0
0,0xBC2304E883AED24D893CB580648EB5E8,0x10D0D17A5EF1A447B1E5D1B521B4ED76,3,1,2009,2009Q1,-1,33,2515,1529,33,22843.43,1081.37,5139.59,2004-12-31,2009-03-09,4830.17,803.75,19088.9,51,1081.36,3521.16,3,11,3754.52,-0.0,1618.43,0.0,0.0,-1,0,-1,-1,-1,398058.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x73FD13A16230DA4490FE4A6B91EB3C41,0xB4BCD8CC81BD664EB23419B5C12CACBA,2,2,2005,2005Q3,1,30,2304,251,30,14158.56,464.42,-8418.77,2004-12-31,2005-09-08,8926.78,72.45,10644.14,10,464.42,1717.36,3,9,3514.41,-0.0,508.0,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,1
2,0xC210BF0D86CDED478327D1F81B219A01,0x5F3415F16259D64D9CC9E743B1931331,1,3,2016,2016Q4,1,65,5252,0,383,173.35,8.25,8.25,2015-12-14,,82.48,82.48,82.48,1,-0.0,-0.0,0,0,90.87,8.25,8.25,5.0,5.0,-1,-1,-1,-1,-1,111033.0,МОСКВА Г,1,1,0,0,0
0,0x8CC357669D26924FB17573A392201A97,0xFC6F0B8F08FCD24887361F1A5BD41341,1,2,2009,2009Q2,1,32,3673,1622,31,23338.98,910.5,5154.2,2004-12-31,2009-06-10,6404.47,328.02,17532.89,55,910.49,3564.52,3,12,5806.09,-0.0,1589.66,0.0,0.0,-1,0,-1,-1,-1,399054.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xB911044EDA29D04DA33EF54C81E34C8D,0x6D3E774721B5094AB9AF6447086DB322,1,3,2016,2016Q1,-1,32,175,153,33,14930.65,6771.7,-8158.95,2015-10-08,2016-03-09,3998.7,1821.31,14828.48,6,6771.7,14301.18,3,7,102.16,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,350067.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,1,0
0,0x0E7670A13F4D6D4485EA23F98DC2F07E,0xF3ED18B597F5A747A469EA033A12B07E,1,1,2019,2019Q1,1,55,3975,3964,37,908074.49,15084.55,123444.42,2008-05-13,2019-03-21,2953.65,7342.14,633158.79,133,15084.55,65372.35,3,12,274915.72,-0.0,58072.06,0.0,0.0,-1,0,1,-1,-1,115184.0,,-1,1,0,1,0
1,0xDE20AD8B1099FD408FDE50F0F7909DC0,0xF5F68892EEFAD94DB8556B688902B59D,1,2,2007,2007Q1,-1,54,3505,308,3197,225.2,13.9,13.9,1997-08-26,,40.65,0.04,56.91,2,-0.0,-0.0,0,0,168.29,13.9,13.9,7.5,7.5,0,0,-1,-1,-1,359300.0,КАЛМЫКИЯ РЕСП,-1,-1,0,0,0
1,0xC7658B8BCC57014CA25D6700AC89E203,0x830C4706139D6542824F1C5A52576EC1,1,2,1994,1994Q1,-1,35,4,0,0,243.9,243.9,311.33,1994-03-27,1994-03-27,243.9,1.08,243.9,1,243.9,243.9,1,1,-0.0,-0.0,67.43,1.8,1.8,0,0,-1,-1,-1,109172.0,МОСКВА Г,-1,-1,0,0,0
1,0x5B96996CFD9AE44F81E430DAB6645566,0x58D89A919939CC4EAC50F66D78084305,1,2,2015,2015Q4,-1,61,8227,0,8227,1942.72,182.39,354.26,1993-06-23,,40.65,0.27,40.65,1,-0.0,-0.0,0,0,1902.06,182.39,354.26,1.8,1.8,0,0,-1,-1,-1,113209.0,МОСКВА Г,-1,-1,0,0,0
1,0x6DD1AD7DF617064D9D6B6044F5B6A98E,0xF9B32FC2F365D844BF0571526E1EB686,1,2,2014,2014Q3,-1,23,79,59,0,1746.21,1746.21,5454.99,2014-07-13,2014-09-10,1026.49,1.04,1712.3,4,1712.3,5349.09,4,12,-0.0,-0.0,-0.0,0.0,0.0,0,0,-1,-1,-1,662970.0,КРАСНОЯРСКИЙ КРАЙ,1,-1,0,0,0
0,0xCE8AF61F217A9948A127CB159E8BF59E,0x262EFDBA69ABFF408035FA709648592F,2,1,2009,2009Q2,1,47,3652,1622,31,60958.66,3092.97,14178.63,2004-12-31,2009-06-10,14513.98,3791.31,47709.15,54,3092.96,10064.12,3,12,13249.51,-0.0,4114.51,0.0,0.0,-1,0,-1,-1,-1,398042.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xCEA21A7FEB61DB43960C4147F302E98C,0x0165F8BC37DFCD40801F5758ECD0610A,1,1,2021,2021Q1,1,44,2635,2615,32,236623.27,4300.37,48428.73,2014-01-12,2021-03-11,1310.72,2885.88,193333.2,88,4300.36,34987.82,3,13,43290.08,-0.0,13440.9,0.0,0.0,-1,0,1,-1,-1,461980.0,ОРЕНБУРГСКАЯ ОБЛ,-1,1,0,1,0
1,0x808B9820C7F44C4082D90C20C35ED533,0x753BD5D42F2C3B44A4E9218847E13230,1,2,1999,1999Q4,-1,50,2194,134,2060,440.39,24.13,158.44,1993-12-29,,40.65,0.37,81.3,2,-0.0,-0.0,0,0,359.09,24.13,158.43,1.8,1.8,0,0,-1,-1,-1,111399.0,МОСКВА Г,-1,-1,0,0,0
2,0xF01B6A18850D41419D2970F282CDBD2D,0xBA5A548A66DDE84585DDC22F4648598F,1,2,2013,2013Q4,1,40,3761,0,2922,3593.86,235.11,235.11,2005-12-31,,1376.26,1376.26,1376.26,1,-0.0,-0.0,0,0,1395.56,235.11,235.11,4.0,4.0,-1,-1,-1,-1,-1,162601.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
0,0x5DF07830F1CAA14FB1EA2A49A369FB57,0xE496303CB5390740A958D105AAEC22FA,1,2,2006,2006Q4,1,39,2740,0,730,2802.72,258.95,258.95,2004-12-31,,1275.88,1275.88,1275.88,1,-0.0,-0.0,0,0,1526.83,258.95,258.95,0.0,0.0,-1,0,-1,-1,-1,398029.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x6223A2E8FF24A246942BE2D853A4B20D,0x605C2B20A72A814AB84DF5257D3662DC,1,3,2022,2022Q3,1,57,1360,1276,23,88869.84,9389.2,26738.69,2019-03-11,2022-09-07,1440.66,1474.16,84184.59,52,9389.19,26738.69,4,13,4685.24,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,446300.0,САМАРСКАЯ ОБЛ,1,1,0,1,0
1,0xCB2F401C83BB894DB5C6526356530D9D,0x96152F27E8D8B6418CEDA42244A4448B,1,2,2006,2006Q1,-1,39,3176,42,3134,230.92,19.67,19.67,1997-07-20,,40.65,0.05,56.91,2,-0.0,-0.0,0,0,174.0,19.66,19.66,7.5,7.5,0,0,-1,-1,-1,0.0,ТОМСКАЯ ОБЛ,-1,-1,0,0,0
1,0xBE284542EFFE7F459C68FCEBD5584FC3,0x4CBE19506E7B6B40948B0543DD1F633E,1,2,2002,2002Q4,-1,92,2017,0,2017,118.41,3.28,13.77,1997-06-23,,40.65,0.04,40.65,1,-0.0,-0.0,0,0,77.76,3.28,13.77,7.5,7.5,0,0,-1,-1,-1,0.0,МОСКВА Г,-1,-1,0,0,0
0,0xBA2B3805A0E7054ABAC9936584851BF7,0xDFF2DA0EA30A03419054BE9C15433ABE,1,1,2018,2018Q4,-1,48,797,729,28,46456.46,8169.23,24190.28,2016-12-13,2018-12-12,1839.22,2488.43,42857.24,29,5171.79,21192.84,3,15,3599.21,2997.43,2997.43,0.0,0.0,-1,0,1,-1,-1,452680.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
0,0x6154B8827D08344A8D47024F13C17A44,0x2D42C45B2A7EC74C8CA0D1F9E45D975E,2,2,2012,2012Q4,-1,38,2703,0,2703,20.64,1.98,1.98,2005-08-07,,11.02,11.02,11.02,1,-0.0,-0.0,0,0,9.61,1.98,1.98,0.0,0.0,-1,0,-1,-1,-1,398042.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0xCE20027D8E9DB1489B528D2B424059A6,0x15C093A88E6D0B4EB5487F287F431FFE,2,2,2011,2011Q4,-1,29,2405,1429,976,18774.31,772.43,772.43,2005-06-01,,17.07,738.21,16026.01,48,-0.0,-0.0,0,0,2748.29,772.43,772.43,0.0,0.0,-1,0,-1,-1,1,398046.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0xE3141CBBC663FB4BACF36CDD6156C251,0x8DCBEDA394F5EF49B4875998B2808625,1,3,2018,2018Q2,1,34,131,95,28,4313.82,4040.65,13247.24,2018-03-15,2018-06-18,273.17,1900.0,4313.82,4,4040.65,12793.49,3,10,-0.0,-0.0,453.74,0.0,0.0,-1,0,1,-1,-1,353581.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,1,0
